id	date	type	medium	author	header	diff	abstract	text
83169792	2019-12-01T04:32:23Z	"Nota Informativa"	"Reforma"	['Iván Sosa']	"Destinarán 176 mdp en digitalizar los trámites"	['llave.', 'mx', 'cdmx.', 'gob.']	"Al presentar el portal llave. cdmx. gob. mx y la iniciativa de la Ley de Ciudadanía Digital, el director del Centro de Inteligencia de la ADIP, Eduardo Clark, indicó que serán digitalizados 30 de los 996 trámites existentes. La revolución digital emprendida tendrá en 2020 un presupuesto de 176 millones de pesos, lo que incluye aprovechar más el potencial de los 13 mil sitios de conexión libre a internet ya existentes."	"Quienes deseen evitar largas filas y gestores ahora pueden obtener una cuenta para convertirse en ciudadanos digitales y ejecutar en línea, inicialmente, 17 trámites, anunció la Agencia Digital de Innovación Pública (ADIP). :Para qué sirve? Sirve para hacerle la vida más sencilla al ciudadano. Para que pueda hacer todos sus trámites a distancia 0, si llega directamente a una oficina, en la oficina ya tienen todos los documentos que alguna vez entregó, comentó la Jefa de Gobierno, Claudia Sheinbaum. Al presentar el portal llave.cdmx.gob.mx y la iniciativa de la Ley de Ciudadanía Digital, el director del Centro de Inteligencia de la ADIP, Eduardo Clark, indicó que serán digitalizados 30 de los 996 trámites existentes. La revolución digital emprendida tendrá en 2020 un presupuesto de 176 millones de pesos, lo que incluye aprovechar más el potencial de los 13 mil sitios de conexión libre a internet ya existentes. La caída de los portales de la Ciudad, de 40 minutos el lunes pasado, explicó Clark, fue ocasionada por la ampliación de la capacidad del centro de manejo de datos ubicado en Perisur que, de laborar al 20 por ciento, pasó a su 100 por ciento, además de que se creó un centro de respaldo y redundancia en Vallejo, cinco veces más potente."
83212154	2019-12-03T04:39:15Z	"Nota Informativa"	"Reforma"	['EFE']	".Y mueren mil 200 en África"	['Los', 'Children.']	"NAIROBI. Más de mil 200 personas murieron este año en el sur y este de África por desastres naturales asociados ala crisis climática, afirmó ayer la ONG Save The Children. Los decesos se produjeron por ciclones, inundaciones y deslizamientos de tierras en Mozambique, Zimbabue, Malaui, Kenia, Sudán y Somalia."	"NAIROBI. Más de mil 200 personas murieron este año en el sur y este de África por desastres naturales asociados ala crisis climática, afirmó ayer la ONG Save The Children.Los decesos se produjeron por ciclones, inundaciones y deslizamientos de tierras en Mozambique, Zimbabue, Malaui, Kenia, Sudán y Somalia."
